Book_No,Title,Sub_Title,Author,Translator,Class_3,Class_2,Class_1,Publisher,Year_1st_Pub,Year_This_Ed,Place,Edition_No,Pages,Keywords,ISBN,Language,Synopsis,Price,Notes,Title_XRef,Author_XRef,Medium,Size,Status,Check,Subject,
327,Buddhist Meditation,,"Conze, Edward",,,CON,A0f0,George Allen and Unwin,1956,1956,London,,183,Mahayana Meditation posture Death Visualization compassion,,English,Introduction to Meditation with many selections from classic works on Meditation translated by the author,,,,,Book,,,,General Buddhism,
4986,Buddhist Meditation,,"Conze, Edward",,,CON,A0f0,George Allen and Unwin,1956,1956,London,,183,Mahayana Meditation posture Death Visualization compassion,0-04-294073,English,Introduction to Meditation with many selections from classic works on Meditation translated by The author,,,,,Book,,,,,
325,Creative Meditation and Multi-Dimensional Consciousness,,Govinda (Lama Anagarika),,,GOV,A0f0,Unwin paperbacks (A Mandala Book),1977,1977,London,,294,Life of the Buddha Tibet Patience Wisdom Vajrayana ART Mandala Mudra,0-04-294101-,English,Essays on and about Meditation,,,,,Book,,,,General Buddhism,
341,Creative Meditation and Multi-Dimensional Consciousness,,Govinda (Lama Anagarika),,,GOV,A0f0,A Quest Book (The Theosophical publishing house),1976,1976,USA,,294,Meditation mahayana Tantra mandala art Buddhism,0-8356-0472-,English,Essays on Meditation,,,,,Book,,,,General Buddhism,
332,Meditator's Diary (A),(A Western woman's unique experiences in Thailand Monasteries),"Hamilton-Merritt, Jane",,,HAM,A0f0,Souvenir Press,1976,1976,London,,157,Kamma Meditation Buddhism Theravada,0-285-62222-,English,Woman's account of time in Monastery with account of meditation techniques,,,,,Book,,,,General Buddhism,
335,Be Still and Know,(Meditation for Peacemakers),"Hanh, Thich Nhat",,,HAN,A0f0,Pax Christi,1987,1987,London,,32,Mindfulness poetry peace,0-9506757-5-,English,"Extract form the author's ""The Miracle of Mindfulness"" - methods of meditation",,,,,Book,,,,General Buddhism,
334,Being Peace,,"Hanh, Thich Nhat",,,HAN,A0f0,Parallax press,1987,1987,Berkeley,,115,feelings Heart Suffering Meditation,0-938077-00-,English,Essays and reflections on Meditation,,,,,Book,,,,General Buddhism,
329,Concentration and Meditation,(A Manual of Mind Development),"Humphreys, Christmas",,,HUM,A0f0,Stuart Watkins,1935,1968,London,Third (rev,254,Meditation posture Zen Tibetan Objects,7224-0040-3,English,General introduction to meditation,,,,,Book,,,,General Buddhism,
330,Concentration and Meditation,(A Manual of Mind Development),"Humphreys, Christmas",,,HUM,A0f0,Stuart Watkins,1935,1979,London,Reprint,243,Meditation posture Zen Tibetan Objects,7224-0125-6,English,General introduction to meditation,,,,,Book,,,,General Buddhism,
1831,Gradual Awakening (A),,"Levine, Stephen",,,LEV,A0f0,Rider & Company,1980,1980,London,,173,,0 09 1412315,English,The author's own distinctive approach to meditation mainly based on Buddhist tradition,,,,,Book,,,,General Buddhism,
L2728,Golden Ring (A),An Introduction to Buddhist Meditation,"Lin, Yutang (Dr)",,,LIN,A0f0,Dharma Friends of Dr. Lin,1995,,El Cerrito,,95,Ch'an meditation,,English,,,,,,Book,,,,General Buddhism,
328,Secret of Meditation (The),,"Rieker, Hans-Ulrich",Pomerans - A. J. (From German),100,RIE,A0f0,Rider & Co.,1955,1955,London,,176,Meditation posture Zen Tibetan Objects,,English,General introduction to meditation,,,,,Book,,,,General Buddhism,
351,Tranquillity and Insight,(An Introduction to the Oldest Form of Buddhist Meditation),"Sole-Leris, Amadeo",,,SOL,A0f0,Rider,1986,1986,London,,176,Vipassana Dhamma Buddha Samatha Nibbana Loving Kindness Visualization,0-7126-1138,English,A guide to methods & techniques of Vipassana and Samatha meditation,,Cover design by Aloka,,,Book,,,,General Buddhism,
3181,Stiller Geist Klarer Geist,Buddhistische Meditation,"Weil, Alfred (ed.)",,,WEI,A0f0,Theseus Verlag,1998,1998,Berlin,1st,287,,3-89620-122-0,English,,12.5,with conributions from Sangharakshita and others,,,Book,24,02/15/2001,,,
M4467,Stiller Geist Klarer Geist,Buddhistische Meditation,"Weil, Alfred (ed.)",,,WEI,A0f0,Theseus,1998,1998,Berlin,1st,,,3-89620-122-0,,,,Mit Beitrag von Sangharakshita u.a.,,,Book,,,,,
A2626,Meditation on Metta - Universal Love,,Buddharakkhita (Acharya),,,BUD,A0f5,Buddha Vachana Trust,,,Bangalore,,47,,,English,introduction to Metta Bhavana,,,,,Book,,,,General Buddhism,
A348,Satipatthana System of Meditations,(Approaches to developing Mindfulness),Buddharakkhita (Acharya),,,BUD,A0f4,Published by the author? (Wheel Publications?),1980,1980,Bangalore,,189,Buddhism Pali,,English & Pali,Commentry on Satipatthana sutta with sutra in Pali & English,,,,,Book,,,,General Buddhism,
2804,Unentangled Knowing (An),Lessons in Training the Mind,"Nanayon, Kee (Upasaka)",,,NAN,A0f2,Buddhist Publication Society,,1996,Kandy,1st,164,meditation mindfulness_of_breathing,955 24 0145,English,Introduction to mindfulness practice.,,,,,Book,,,,General Buddhism,
331,Meditation,(Paths to Tranquillity),"Russell, Peter",,,RUS,A0f2,BBC,1979,1979,London,,64,Buddhism Meditation Christianity Siddhi Transcendental Rajneesh,0-563-16360-,English,General introduction to meditation featuring non-Buddhist techniques,,,,,Book,,,,General Buddhism,
1421,In the Mirror of Memory,Reflections on Mindfulness and Remembrance in Indian and Tibetan Buddhism,"Gyatso, Janet (Ed)",,,GYA,A0f4,Sri Satguru Publications,1993,1993,Delhi,,307,abhidharma sarvastivadin yogocara,81-7030-374-,English,12 essays from different contributors on different aspects of memory in the Indian and Tibetan Buddhist traditions,,,,,Book,,,,General Buddhism,
1577,Miracle of Mindfulness (The),A Manual on Meditation,"Hanh, Thich Nhat",Mobi Ho,,HAN,A0f4,Beacon Press,1987,1987,Massachusetts,,140,zen,0-8070-1201-,English,An introduction to meditation and mindfulness,,,,,Book,,,,General Buddhism,
1626,Touching Peace,Practicing the Art of Mindful Living,"Hanh, Thich Nhat",,,HAN,A0f4,Parallax Press,1992,1992,California,,128,,0-938077-57-,English,,,,,,Book,,,,General Buddhism,
2795,Living Meditation Living Insight,The Path of Mindfulness in Daily Life,"Thynn, Thynn (Dr)",,,THY,A0f4,Buddha Educational Foundation,1992,1996,Taipei,,122,meditation mindfulness awareness,,English,Introduction to Buddhist mindfulness and awareness practice.,,,,,Book,,,,General Buddhism,
2588,Overcoming Aversion,,Buddharakkhita (Acharya),,,BUD,A0f5,Buddha Vachana Trust,,,Bangalore,,43,meditation ethics metta,,English,Booklet introducing the positive results of a serious practice of meditation.,,,,,Book,,,,General Buddhism,
2637,Philosophy of Love,,Buddharakkhita (Acharya),,,BUD,A0f5,Buddha Vachana Trust,1975,,Bangalore,2nd,50,,,English,Booklet on the practice and implicates of Metta.,,,,,Book,,,,General Buddhism,
2478,Universal Amity,The Buddha's Panacea for the World's Ills,Buddharakkhita (Acharya),,,BUD,A0f5,Buddha Vachana Trust,1960,1979,Bangalore,,48,,,English,Booklet on the importance of practicing Maitri.,,,,,Book,,,,General Buddhism,
4426,Practice of Happiness (The),Exercises and Techniques for Developing Mindfulness Wisdom and Joy,"Fryba, Mirko",Kohn - Michael H,,FRY,A0f5,Shambala,1987,1995,USA,,,,1570621233,,,,,,,Book,,,,,
2998,Curbing Anger Spreading Love,,Visuddhacara (Bhikkhu),,,VIS,A0f5,Buddhist Publication Society,1997,1997,Kandy,1st,102,metta love anger,9552401232,English,Transforming negative emotions put in very simple terms,,,,,Book,22,24/12/1998,,General Buddhism,
4474,Loving and Dying,,Visuddhacara (Bhikkhu),,,VIS,A0f5,Corporate Body of Buddha Educational Foundation,1993,2002,Taiwan,,,,,,,,FREE DISTRIBUTION,,,Book,,,,,
2627,Positive Response,,Buddharakkhita (Acharya),,,BUD,A0f9,Buddha Vachana Trust,,,Bangalore,,40,sutta,,English,Techniques for overcoming the mental poisions derived from the Pali Canon.,,,,,Book,,,,General Buddhism,
354,Buddhist Devotion and Meditation,(An objective description and study),"Tin, Pe Maung",,,TIN,A0g0,S.P.C.K.,1964,1964,London,,90,PALI Burma Christianity Prayer meditation Three jewels,,English,An attempt by a Christian to show what passes (by selecting representative passages) through the mind of a Buddhist when he worships the three jewels.,,,,,Book,,,,General Buddhism,
L1874,Wesak Festival (The),A Technique of Spiritual Contact,Arcane School,,,ARC,A0g3,Arcane School,,,New York,,22,,,English,Published by a 'New Age' new religion,,,,,Book,,,,General Buddhism,
2273,Mandala,,"Arguelles, Jose & Miriam",,,ARG,A0g4,Shambala,1972,1972,London,1st,136,,0 87773 033,English,A survey of the meaning and significance of the Mandala and its appearance world wide in art.,,,,,Book,,,,General Buddhism,
3054,Twilight Language (The),Explorations in Buddhist Meditation and Symbolism,"Bucknell, Roderick S.",,,BUC,A0g4,Curzon/St Martins,1986,1986,London/New,1st,233,,312825404,English,Relationship between meditation and symbolism in Pali and Tantra,,,,,Book,23,17/05/1999,,General Buddhism - S,
323,Stupa - Its Religious Historical and Architectural Significance (The),,"Dallapiccola, A. L. (Ed.)",,,DAL,A0g4,Franz Steiner Verlag,1980,1980,Wiesbaden,,359,Stupa Buddhism Nepalese chinese,3-515-03294-,English,Essays on the stupa and architecture,,,,,Book,,,,General Buddhism,
1016,Psycho-Cosmic Symbolism Of the Buddhist Stupa,,Govinda (Lama Anagarika),,,GOV,A0g4,Dharma Publishing,1976,1976,California,,102,architecture dagoba,0-913546-36-,English,,,,,,Book,,,,General Buddhism,
1855,Psycho-Cosmic Symbolism Of the Buddhist Stupa,,Govinda (Lama Anagarika),,,GOV,A0g4,Dharma Publishing,1976,1976,California,,102,architecture dagoba,0-913546-36-,English,,,,,,Book,,,,General Buddhism,
4353,Buddhist Iconography,,"Morgan, Catharine & Peggy",,,MOR,A0g4,private,,,Oxford,,,,,,,,,,,Photocopies,,,,,
1000,Symbolism of the Stupa (The),,"Snodgrass, Adrian",,,SNO,A0g4,Motilal Banarsidass,1985,1992,Delhi,,469,architecture,81-208-0781-,English,,,,,,Book,,,,General Buddhism,
M1446,Symbolism of the Stupa (The),,"Snodgrass, Adrian",,,SNO,A0g4,Motilal Banarsidass,1985,1992,Delhi,,469,architecture,81-208-0781-,English,,,,,,Book,,,,General Buddhism,
1514,King Udrayana and the Wheel of Life,The History and Meaning of the Buddhist Teaching of Dependent Origination,"Tharchin, Sermey Khensur Lobsang (Geshe)",,,THA,A0g4,The  Mahayana and Sutra Press,1984,1984,New Jersey,,248,dependent origination,0-918753-06-,English,The myth of how the Wheel of Life first came to be painted and a study of Dependent Origination from Indian and Tibetan sources,,,,,Book,,,,General Buddhism,
692,Theory and Practice of the Mandala (The),With Special Reference to the Modern Psychology of the Subconscious,"Tucci, Giuseppe",Alan Houghton Brodrick,100,TUC,A0g4,Rider & Co,1961,1961,London,,147,,,English,Survey of the basic doctrine behind the Theory and practice of the mandala.,,,,,Book,,,,General Buddhism,
1471,Teoria Y Practica Del Mandala,Con Especial Referencia a la Moderna Psicologia Profunda,"Tucci, Giuseppe",Leonor Calvera,,TUC,A0g4,Editorial Dedalo,,,Buenos Air,,185,,,Spanish,Translated from Italian,,,,,Book,,,,General Buddhism,
A1896,Thousand-Armed Avalokitesvara (The),,"Chandra, Lokesh",,,CHA,D0g6,Shakti Malic Abhinav Publications,1988,1988,New Delhi,,303,,81-7017-247-,English,A study of hymns to Avalokitesvara with original texts and translations.  many illustrations.,,,,,Book,,,,General Buddhism,
A2982,Tathagata Akshobhya and the Vajra Kula,Studies in the Iconography of the Akshobya Family,"Jha, Achyutanand",,,JHA,D0g6,Asha Sachdeva,1993,1993,Delhi,1st,175,akshobhya iconography,8185821011,English,,,,,,Book,26,21/12/1998,,General Buddhism,
A1743,Amitabha,The Life of Naturalness,"Kanamatsu, Kenryo",,100,KAN,D0g6,Otani Publishing Co.,1949,1949,Kyoto,,75,shin shin-shu Shinran Amida Amitabha,,English,An introduction to Shin-shu Buddhism for the Westerner,,,,,Book,,,,General Buddhism,
A3063,Future Buddha Maitreya (The),An Iconological Study,"Kim, Inchang",,,KIM,D0g6,D. K. Printworld,1997,1997,New Delhi,1st,385,,8124600821,English,Study of the art and sculpture of Maitreya,,,,,Book,29,17/05/1999,,General Buddhism - D,
A1895,Amitabha and His Family,,"Mukhopadhyay, Santi Priya",,,MUK,D0g6,Agam Kala Prakashan,1985,1985,New delhi,,191,Amitabha avalokitesvara pandara tara,,English,A study of the iconagraphy of the Amitabha family and the accompanying myths,,,,,Book,,,,General Buddhism,
A1533,Maitreya - the Future Buddha,,"Sponberg, A &  Hardacre, H (Eds)",,,SPO,D0g6,Cambridge University Press,1988,1988,Cambridge,,304,,0 521 34344,English,Twelve articles by various authors on aspects of the Maitreya myths and cult,,,,,Book,,,,General Buddhism,
A771,In Praise Of Tara,Songs to the Saviouress,"Willson, Martin",,,WIL,D0g6,Wisdom Publications,1986,1986,London,,487,,0 86171 033,English,Various texts etc from India and Tibet,13.95,,,,Book,,,,General Buddhism,
137,Fundamentals of Buddhist Ethics,,"Dharmasiri, Gunapala",,,DHA,A0h0,Buddhist Research Society,1986,1986,Singapore,1st,185,Ethics  karama Sila Bodhisattva Mahayana,9971 84 445,English,Study of Buddhist Ethics incorporating all schools,,,,,Book,,,,General Buddhism,
1064,Fundamentals of Buddhist Ethics,,"Dharmasiri, Gunapala",,,DHA,A0h0,The Buddhist Research Society,1986,1986,Singapore,,185,Sangharakshita,9971-84-445-,English,A study of ethics from the viewpoint of all Buddhist traditions,,,,,Book,,,,General Buddhism,
3205,Fundamentals of Buddhist Ethics,,"Dharmasiri, Gunapala",,,DHA,A0h0,Paramita International Buddhist Society Ltd,1986,1998,Sri Lanka,3rd,210,,955832101,English,Buddhist ethics treated from the perspective of the whole of Buddhism.,,,,,Book,21,02/28/2001,,General Buddhism,Et
L4296,Ancient Wisdom Modern World,Ethics for a new millenium,Dalai Lama - H. H. the 14Th,,,DL14,A0h0,Little Brown & Company,1999,,London,1st,,,316914282,,,,,,,Book,,,,,
L4297,Ethics for the New Millenium,,Dalai Lama - H. H. the 14Th,,,DL14,A0h0,Riverhead Books,1999,2001,New York,2nd,,,1573220256,,,,,,,Book,,,,,
L3558,Contemporary Buddhist Ethics,,"Keown, Damien ",,,KEO,A0h0,Curzon Press,2000,,Richmond,,217,,700713131,,,,,,,Book,,19/04/2004,,,
L3521,Nature of Buddhist Ethics (The),,"Keown, Damien (Ed)",,,KEO,A0h0,Macmillan Press Ltd,1992,,London,,269,,333552636,,,,,,,Book,,07/04/2004,,,
302,Development of Buddhist Ethics,,"Misra, G. S. P.",,,MIS,A0h0,Munshiram Manoharlal Publishers Pvt Ltd,1984,1984,New Delhi,,184,Buddhism History Dharmas Logic Karman  Ethics,,English,A collection of essays on Buddhist Ethics,,,,,Book,,,,General Buddhism,
3335,Development of Buddhist Ethics,,"Misra, G. S. P.",,,MIS,A0h0,Munshiram Manoharlal Publishers Pvt Ltd,1984,1984,New Delhi,,184,,,English,Conceptual formulations in Their historical contexts.,,,,,Book,23,13/02/2003,,Buddhist Ethics,
L3525,Development of Buddhist Ethics,,"Misra, G. S. P.",,,MIS,A0h0,Munshiram Manoharlal Publishers Pvt Ltd,1984,1995,New Delhi,,184,,,,,,,,,Book,,07/04/2004,,,
3277,Ethics of Enlightenment,Essays and Sermons in Search of a Buddhist Ethic,"Nakasone, Ronald Y.",,,NAK,A0h0,Dharma Cloud Publishers,1990,1991,California,1st,164,,962308617,English,Nakasone's reflections on the subject,,,,,Book,22,25/11/2002,,Buddhist Ethics,
1591,Buddhism Sexuality and Gender,,"Cabezon, Jose Ignacio",,,CAB,A0h3,Sri Satguru Publications,1992,1992,Delhi,,241,sangharakshita fwbo tbmsg,81-7030-342-,English,,,,,,Book,,,,General Buddhism,
1004,Buddhist Case For Vegetarianism (A),,"Kapleau, Philip",,,KAP,A0h3,Rider & Co.,1983,1983,London,,104,,0 09 151971,English,,,,,,Book,,,,General Buddhism,
3317,Buddhism and Abortion,,"Keown, Damien (Ed)",,,KEO,A0h3,University of Hawai'i Press,1998,1999,Honolulu,,222,,824821076,English,A series of essays approaching the topic from the perspectives of different disciplines,,,,,Book,23,30/01/2003,,Buddhism,Ethics of
L3561,Buddhism and Abortion,,"Keown, Damien (Ed)",,,KEO,A0h3,Macmillan Press,1998,1998,Basingstok,,222,,333668227,,,,,,,Book,,19/04/2004,,,
305,Tolerance,(A study from Buddhist Sources),Khantipalo (Bhikkhu),,,KHA,A0h3,Rider and Co.,1964,1964,London,,191,Buddhism History Philosophy Dharmas Logic Ethics,,English,A study of the Buddhist attitude to tolerance and comparison with oTher religions and Philosophies,,,,,Book,,,,General Buddhism,
3315,Buddhism and Animals,A Buddhist Vision of Humanity's Rightful Relationship with the Animal Kingdom,"Page, Tony (Dr)",,,PAG,A0h3,UKAVIS Publications,1999,1999,London,1st,297,,953461904,English,Exploration of a Buddhist approach to Man's relationshipwith the Animal Kingdom through an investigation of the scriptures.,7,,,,Book,21,30/01/2003,,General Buddhism,Et
L3490,Buddhism and Animals,A Buddhist Vision of Humanity's Rightful Relationship with the Animal Kingdom,"Page, Tony (Dr)",,,PAG,A0h3,UKAVIS Publications,1999,1999,London,,297,,953461904,,,,,,,Book,,11/03/2004,,,
1549,Lust For Enlightenment,Buddhism and Sex,"Stevens, John",,,STE,A0h3,Shambhala,1990,1990,Boston,,188,,0-87773-416-,English,Buddhist response to sexuality over the centuries,,,,,Book,,,,General Buddhism,
2602,Buddhism and Sex,,"Walshe, M. O'C.",,,WAL,A0h3,Wat Dhammapadipa Buddhist Vihara & Temple,,,London,,22,ethics,,English,Booklet on the how Buddhism treats the issues around sex and celibacy.,,,,,Book,,,,General Buddhism,
2180,Buddhist Saints in India,A Study in Buddhist values and Orientations,"Ray, Reginald A.",,,RAY,A0j0,Oxford University Press,1994,1994,New York,1st,508,Arahant Bodhisattva Monasticism Forest-renunciate,0 19 507202,English,An analysis of the saintly characteristics of Buddhist renunciates including a re-appraisal of the so called lay-monk split,,,,,Book,,,,General Buddhism,
2181,Buddhist Saints In India,A Study in Buddhist values and Orientations,"Ray, Reginald A.",,,RAY,A0j0,Oxford University Press,1994,1994,New York,1st,508,Arahant Bodhisattva monasticism forest-renunciates,0 19 507202,English,An analysis of the saintly characteristics of Buddhist renunciates including a re-appraisal of the so called lay-monk split,,,,,Book,,,,General Buddhism,
1783,Buddhism: A 'Mystery Religion'?,Jordan Lectures in Comparative Religion,"Levy, Paul",,100,LEV,A0j3,University of London,1957,1957,London,,111,,,English,Published form of six lectures on Buddhism,,,,,Book,,,,General Buddhism,
1683,Buddhist Experience (The),Sources and Interpretations,"Beyer, Stephan",,,BEY,A0k0,Dickenson Publishing Co. Inc.,1974,1974,California,,274,,0-8221-0127-,English,A collection of readings revealing the religious tradition of Buddhism,,,,,Book,,,,General Buddhism,
5040,Buddhist Experience (The),Sources and Interpretations,"Beyer, Stephan",,,BEY,A0k0,Dickenson Publishing Co. Inc.,1974,1974,California,1st ,274,,0-8221-0127-,English,A collection of readings revealing The religious tradition of Buddhism,,,,,Book,,,,General Buddhism,
997,Imitation Of Buddha,,"Bowden, Ernest M.",,,BOW,A0k0,Sri Satguru Publications,1923,1989,Delhi,,146,,81-7030-185-,English,A short Buddhist quotation for each day of the year,,,,,Book,,,,General Buddhism,
A4647,BPS Publications on Buddhism 1990-91,,BPS,,,BPS,A0a4,Buddhist Publication Society,1991?,,Kandy,,,,,,,,,,,Booklet,,,,,
2168,Teachings of the Compassionate Buddha (The),Early discourses the Dhamamapada and later basic writings,"Burtt, E A",,,BUR,A0k0,The New American Library,1955,1960,New York,6th,247,,,English,Populist anthology of samples from Hinayana and Mahayana sources,,,,,Book,,,,General Buddhism,
1341,Gospel of Buddha (The),According to Old Records,"Carus, Paul (Dr)",,100,CAR,A0k0,The Open Court Publishing Company,1898,1898,Chicago,,275,,,English,Free interpretation based on various translator's work,,,,,Book,,,,General Buddhism,
418,Buddhist Texts Through the Ages,,"Conze, Edward",,100,CON,A0k0,Bruno Cassirer,1954,1954,London,,322,Life of the Buddha Meditation Zen Tibet Pali Sanskrit Japan China Apabhramsa,,English,Standard anthology of Buddhist texts from all schools,,,,,Book,,,,General Buddhism,
415,Buddhist Scriptures,,"Conze, Edward",,,CON,A0k0,Penguin,1959,1979,London,,250,Buddha Pali Life of the Buddha Mahayana Tibet China Meditation Japan,0-14-044.088,English,Compilation of Buddist texts from many schools illustrating Life and teaching of the Buddha,,,,,Book,,,,General Buddhism,
1840,Buddhist Scriptures,,"Conze, Edward",,,CON,A0k0,Penguin,1957,1957,Middlesex,,250,Buddha Pali Life of the Buddha Mahayana Tibet China Meditation Japan,,English,Compilation of Buddist texts from many schools illustrating Life and teaching of the Buddha,,,,,Book,,,,General Buddhism,
3551,Buddhist Scriptures,,"Conze, Edward",,,CON,A0k0,Penguin,1959,1971,Harmondswo,,250,,140440887,,,,,,,Book,,11/04/2004,,,
4577,Buddhist Scriptures,,"Conze, Edward",,,CON,A0k0,Penguin,1959,1960,Middlesex,1st,,,,,,,,,,Book,,,,,
419,Buddhist Texts Through the Ages,,"Conze, Edward",,,CON,A0k0,Harper Torchbooks,1954,1964,New York,,322,Life of the Buddha Meditation Zen Tibet Pali Sanskrit Japan China Apabhramsa,06-130113-2,English,Standard anthology of Buddhist texts from all schools,,,,,Book,,,,General Buddhism,
420,Buddhist Texts Through the Ages,,"Conze, Edward",,,CON,A0k0,Harper Torchbooks,1954,1964,New York,,322,Life of the Buddha Meditation Zen Tibet Pali Sanskrit Japan China Apabhramsa,06-130113-2,English,Standard anthology of Buddhist texts from all schools,,,,,Book,,,,General Buddhism,
5008,Buddhist Texts Through The Ages,,"Conze, Edward",,,CON,A0k0,Harper,1954,1964,London,1st Harperedn,322,Life of The Buddha Meditation Zen Tibet Pali Sanskrit Japan China Apabhramsa,,English,Standard anthology of Buddhist texts from all schools,,,,,Book,,,,General Buddhism,
4397,Buddha Vacana,Daily Readings from the Sacred Literature of Buddhism,"Dhammika, S",,,DHA,A0k0,Buddha Dhamma Mandala society,1989,,Singapore,,,,9810013027,,,,,,,Book,,,,,
421,Buddhist Bible (A),,"Godard, Dwight",,100,GOD,A0k0,George Harrap & Co.,1932,1956,London,,677,Life of the Buddha Meditation Zen Tibet Pali Sanskrit Japan China,,English,Standard anthology of Buddhist texts from all schools,,,,,Book,,,,General Buddhism,
5019,Buddhist Bible (A),,"Godard, Dwight",,,GOD,A0k0,Beacon,1938,1970,US,,677,Life of The Buddha Meditation Zen Tibet Pali Sanskrit Japan China,0 8070 5951 X,English,Standard anthology of Buddhist texts from all schools,,,,,Book,,,,General Buddhism,
M433,Buddhist Bible (A),,"Godard, Dwight",,,GOD,A0k0,Beacon Press.,1938,1970,Boston,,677,Pali Sanskrit Chinese Tibetan.,0-8070-5951-,English,Standard Anthology of Buddhist Texts.,,,,,Book,,,,General Buddhism,
417,Wisdom of Buddhism (The),,"Humphreys, Christmas",,,HUM,A0k0,Michael Joseph,1960,1960,London,,280,Life of the Buddha Meditation Zen Tibet Pali Sanskrit Japan China,,English,Anthology of Buddhist texts from all schools,,,,,Book,,,,General Buddhism,
2993,Buddhism in Practice,,"Lopez, Donald S.",,,LOP,A0k0,Princeton University Press,1995,1995,Princeton,1st,608,tathagatagarbha gotami simhala kuanyin atisha aryadeva chandrakirti saramati nagarjuna,691044414,English,,,,,,Book,24,24/12/1998,,General Buddhism,
315,Buddhist Sutras,Origin Development Transmission,"Mizuno, Kogen",,,MIZ,A0k0,Kosei Publishing Co,1982,1982,Tokyo - Ja,1st Englis,220,Sutra Canon Buddhism Pali Chinese,4-333-01028-,English,Studies of Buddhist sutras and Their transmission etc.,,,,,Book,,,,General Buddhism,
414,Wisdom of the Early Buddhists (The),,"Parrinder,  Geoffrey",,,PAR,A0k0,Sheldon Press,1977,1977,London,,87,Buddha Pali Life of the Buddha,0-85969-105-,English,Compilation of early texts illustrating life and example of the Buddha,,,,,Book,,,,General Buddhism,
434,World of the Buddha,A reader - from the three baskets to modern Zen.,"Stryk, Lucien (Ed)",,,STR,A0k0,Doubleday Anchor.,1969,1969,New York.,,423,Pali Sanskrit Chinese Tibetan.,,English,Anthology of Buddhist Texts.,0.9,,,,Book,,,,General Buddhism,
4572,Buddhist Scriptures as Literature,Sacred rhetoric and the Uses of Theory,"Flores, Ralph",,,FLO,A0k1,State University of New York,2008,2008,New York,1st,,,978-0-7914-7339-9,,,,,,,Book,,,,,
1606,Buddhist Hermeneutics,,"Lopez, Donald S.",,,LOP,A0k1,University of Hawaii Press,1988,1988,Honolulu,,298,,0-8248-1161-,English,Several contributions analyzing Buddhism from a Hermeneutical viewpoint,,,,,Book,,,,General Buddhism,
2207,History of Indian Literature Vol. II,Introduction: Veda National Epics Puranas and Tantras,"Winternitz, Maurice",Kektar  -S & Kohn -H,,WIN,A0k1,Munshiram Manoharlal Publishers,1933,1991,Delhi,3rd,634,,81 215 0100,English,Extent and significance of Indian literature The Vedas and Their era oTher fables myths and legends.,,,,,Book,,,,General Buddhism,
3281,Come and See For Yourself,The Buddhist Path to Happiness,"Khema, Ayya",Etzold - Michael,,KHE,A0k3,Windhorse Publications,1998,2002,Birmingham,,197,,1899579451,English,Talks on 12 short extracts from canon,9.99,,,,Book,24,25/11/2002,,Collection of talks,
3282,Come and See For Yourself,The Buddhist Path to Happiness,"Khema, Ayya",Etzold - Michael,,KHE,A0k3,Windhorse Publications,1998,2002,Birmingham,,197,,1899579451,English,Talks on 12 short extracts from canon,9.99,,,,Book,24,25/11/2002,,Collection of talks,
L3632,Come and See For Yourself,The Buddhist Path to happiness,"Khema, Ayya",,,KHE,A0k3,Windhorse Publications,2002,,Birmingham,,197,,1899579451,,,,,,,Book,,14/09/2004,,,
L4043,Come and See For Yourself,The buddhist path to happiness,"Khema, Ayya",,,KHE,A0k3,Windhorse Publications,1998,2002,Birmingham,,190,,1899579451,,,,,,,Book,,25/08/2005,,,
1818,Chinese Madhyama Agama and the Pali Majjhima Nikaya (The),A Comparative Study,"Chau, Thich Minh (Bhikshu)",,,CHA,A0k5,The Saigon Institute of Higher Buddhist Studies,1965,1965,Saigon,,388,,,English,Comparing the Theravada Pali Majjhima Nikaya with the Sarvastivada Sanskrit Madhyama Agama from Chinese translation,,,,,Book,,,,General Buddhism,
2810,Studies in Abhidharma Literature and the Origins of Buddhist Philosophical Systems,,"Frauwallner, Erich",Kidd - Sophie Francis,,FRA,A0k7,State University of New York,1995,,New York,,247,abhidharma sarvastivada skhandas,0 7914 2700,English,Scholarly introduction to the Abhidharma.,,,,,Book,,,,General Buddhism,
613,Buddhist Tantras (The),Light on Indo-Tibetan Esotericism,"Wayman, Alex",,,WAY,A0k8,Routledge & Kegan Paul Ltd.,1973,1974,London,,247,Mandala Initiation zodiac,0 7100 7834,English,,6.25,,,,Book,,,,General Buddhism,
3042,Encounters With Buddhism,includes essay by Dharmacharini Padmasuri,"Dhammika, Shravasti (Ed)",,,DHA,A0n1,Buddhist Research Society,1990,1990,Singapore,1st,183,,981-00-1663-8,English,,9.99,,,,Book,20,14/05/1999,,,
L3495,Disciples of the Buddha,,"Ishigami, Zenno (Ed)",Gage & Mccarthy,,ISH,A0n1,Kosei Publishing Co,1989,,Tokyo,,206,,4333014239,,,,,,,Book,,30/03/2004,,,
1696,Leading the Way Volume 2,,"Thompson, Mel",,,THO,A0n1,Hodder & Stoughton,1991,1991,London,,94,sangharakshita fwbo,0-340-52347-,English,Ten people 'who have found that Their lives have been challenged and changed by Their personal moral or religious convictions.' Includes a chapter on,,,,,Book,,,,General Buddhism,
4365,New Lives,50 Westerners Search for Themselves in Sacred India,"Tillis, Malcolm",,,TIL,A0n1,Indica Books,2004,,India,,,,818656949,,,,,,,Book,,,,,
